n,rep_id,seed,dim_y,support_size,p_x,propensity,beta_scale,alpha_scale,smoothing_epsilon,model_type,crossfit,n_folds,split_frac,aipw,n_eval,dual_computation_mode,runtime_seconds,ot_solve_count,ot_cache_hits,ot_runtime_seconds,solver_status,solver_warning_count,model_warning_count,observed_unique_atoms_arm0,observed_unique_atoms_arm1,dual_lower_first_term_estimate,dual_upper_first_term_estimate,dual_lower_first_term_se,dual_upper_first_term_se,dual_ATE_norm_sq_estimate,dual_lower_VarITE_estimate,dual_upper_VarITE_estimate,dual_lower_se,dual_upper_se,dual_lower_ci,dual_upper_ci,oracle_lower_first_term,oracle_upper_first_term,true_ATE_norm_sq,oracle_lower_VarITE,oracle_upper_VarITE,oracle_computation_mode,oracle_n_units,oracle_solver_warning_count,oracle_ot_solve_count,oracle_ot_cache_hits,oracle_ot_runtime_seconds,oracle_runtime_seconds,dual_lower_covers_oracle,dual_upper_covers_oracle,any_anticonservative
100,0,101,7,128,50,0.3,0.3,0.5,1e-06,oracle,True,2,0.5,False,100,full,298.63,100,0,298.62527656555176,ok,0,0,29.5,11.5,0.24662977174554204,6.606737196567712,0.10580538805550706,0.08782477578216916,0.23011337868480755,0.01651639306073449,6.376623817882905,0.24659600312781305,0.2500858500396445,-0.4668028918013056,6.866783077003693,0.38802910191741724,6.547052291783648,0.003223757598062792,0.3848053443193544,6.543828534185585,full,100,0,100,0,0.12938737869262695,0.131,True,True,False
100,0,101,7,128,50,0.3,0.3,0.5,1e-06,estimated,True,2,0.5,False,100,full,476.822,100,0,476.79066371917725,ok,0,6,29.5,11.5,-0.11829852816768044,7.189829348971034,0.2156994374258102,0.18620212925771606,0.23011337868480755,-0.348411906852488,6.959715970286227,0.19369930574171682,0.39179842718802216,-0.7280555699366655,7.727626776774189,0.38802910191741724,6.547052291783648,0.003223757598062792,0.3848053443193544,6.543828534185585,full,100,0,100,0,0.12938737869262695,0.131,True,True,False
100,1,100101,7,128,50,0.3,0.3,0.5,1e-06,oracle,True,2,0.5,False,100,full,277.063,100,0,277.05908966064453,ok,0,0,31.0,14.0,0.23874643631640668,6.725896878386359,0.10368839784972639,0.11347553453854294,0.12219954648526096,0.11654688983114572,6.603697331901098,0.13248778019964172,0.1313902797537273,-0.14312438775181094,6.861217548137046,0.38793755129563273,6.618548404687937,0.0011203694774470422,0.3868171818181857,6.61742803521049,full,100,0,100,0,0.1242058277130127,0.126,True,True,False
100,1,100101,7,128,50,0.3,0.3,0.5,1e-06,estimated,True,2,0.5,False,100,full,438.536,100,0,438.50754165649414,ok,0,6,31.0,14.0,0.04944489303330389,6.597456517433148,0.19501734844863566,0.18840077439920785,0.12219954648526096,-0.07275465345195707,6.475256970947887,0.18558349351107592,0.20985278105526287,-0.43649161685878873,6.886560863871772,0.38793755129563273,6.618548404687937,0.0011203694774470422,0.3868171818181857,6.61742803521049,full,100,0,100,0,0.1242058277130127,0.126,True,True,False
100,2,200101,7,128,50,0.3,0.3,0.5,1e-06,oracle,True,2,0.5,False,100,full,274.528,100,0,274.5239100456238,ok,0,0,24.0,19.0,0.4388189539785876,6.679781969150222,0.10510173039064966,0.10817344924727731,0.46619047619047643,-0.02737152221188882,6.213591492959745,0.41410579839183265,0.4504505116550286,-0.8390039728490855,7.096458272621241,0.36606623636845037,6.617502068507862,0.005728166158958358,0.360338070209492,6.6117739023489035,full,100,0,100,0,0.12431740760803223,0.126,True,True,False
100,2,200101,7,128,50,0.3,0.3,0.5,1e-06,estimated,True,2,0.5,False,100,full,430.758,100,0,430.72533988952637,ok,0,7,24.0,19.0,-0.1467325748523441,7.101402363785564,0.18856992364860553,0.2072951805555701,0.46619047619047643,-0.6129230510428205,6.635211887595087,0.5092940549892743,0.4379418617908476,-1.61112105636216,7.4935621640275665,0.36606623636845037,6.617502068507862,0.005728166158958358,0.360338070209492,6.6117739023489035,full,100,0,100,0,0.12431740760803223,0.126,True,True,False
100,3,300101,7,128,50,0.3,0.3,0.5,1e-06,oracle,True,2,0.5,False,100,full,279.128,100,0,279.1245951652527,ok,0,0,32.0,13.5,0.42376264004971387,6.526146647222539,0.0952398261928922,0.09633048269505733,0.07562358276644,0.3481390572832739,6.4505230644561,0.13525751879502562,0.13911576166529227,0.08303919180677422,6.72318494700193,0.443342640837448,6.5720889031440155,0.011074211640119274,0.4322684291973287,6.561014691503896,full,100,0,100,0,0.12180709838867188,0.123,True,True,False
100,3,300101,7,128,50,0.3,0.3,0.5,1e-06,estimated,True,2,0.5,False,100,full,439.239,100,0,439.20803666114807,ok,0,6,32.0,13.5,0.18427933665902022,6.710599449305342,0.19335959554094326,0.19197665764960026,0.07562358276644,0.10865575389258021,6.634975866538902,0.15317399352765548,0.25507345940204357,-0.19155975678979587,7.134910660378947,0.443342640837448,6.5720889031440155,0.011074211640119274,0.4322684291973287,6.561014691503896,full,100,0,100,0,0.12180709838867188,0.123,True,True,False
100,4,400101,7,128,50,0.3,0.3,0.5,1e-06,oracle,True,2,0.5,False,100,full,277.676,100,0,277.6727104187012,ok,0,0,29.5,13.0,0.4306464704774005,6.552605499249088,0.08462831870779995,0.09684478022945076,0.06721088435374162,0.3634355861236589,6.4853946148953465,0.10161240341286142,0.10166150872573251,0.16427893505189564,6.684647510611787,0.4025112053544921,6.558684958927617,0.0034537794431007225,0.3990574259113914,6.555231179484516,full,100,0,100,0,0.12760233879089355,0.129,True,True,False
100,4,400101,7,128,50,0.3,0.3,0.5,1e-06,estimated,True,2,0.5,False,100,full,440.484,100,0,440.4545199871063,ok,0,6,29.5,13.0,0.12596279823469217,7.269178515819371,0.18748000883400912,0.23552283831770887,0.06721088435374162,0.05875191388095055,7.20196763146563,0.175839333750636,0.23913341153622691,-0.2858868473358144,7.67066050557683,0.4025112053544921,6.558684958927617,0.0034537794431007225,0.3990574259113914,6.555231179484516,full,100,0,100,0,0.12760233879089355,0.129,True,True,False
100,5,500101,7,128,50,0.3,0.3,0.5,1e-06,oracle,True,2,0.5,False,100,full,276.062,100,0,276.0579311847687,ok,0,0,33.0,10.5,0.5886750516266881,6.476450511157038,0.08168551240995228,0.08474864584375806,0.5258730158730166,0.06280203575367149,5.950577495284022,0.39239231747090525,0.36416097148257504,-0.7062727742995099,6.664319883964986,0.40000753860167443,6.626318386281217,0.007832031484159166,0.39217550711751525,6.618486354797058,full,100,0,100,0,0.13897371292114258,0.141,True,True,False
100,5,500101,7,128,50,0.3,0.3,0.5,1e-06,estimated,True,2,0.5,False,100,full,453.399,100,0,453.3705108165741,ok,0,6,33.0,10.5,0.5046217405958295,6.732680222489219,0.24805340836020684,0.2114322806419517,0.5258730158730166,-0.021251275277187065,6.206807206616203,0.2547823449252907,0.532207988088405,-0.5206154952274182,7.249915695553998,0.40000753860167443,6.626318386281217,0.007832031484159166,0.39217550711751525,6.618486354797058,full,100,0,100,0,0.13897371292114258,0.141,True,True,False
100,6,600101,7,128,50,0.3,0.3,0.5,1e-06,oracle,True,2,0.5,False,100,full,275.247,100,0,275.24371218681335,ok,0,0,28.5,16.0,0.1583266418547752,6.777518139096026,0.12195952574779394,0.09877698297015786,0.12324263038548783,0.035084011469287385,6.654275508710538,0.20638031675642604,0.18448999323100254,-0.36941397649127583,7.015869250951341,0.41166523556894324,6.617568608411164,0.008913773032929714,0.4027514625360135,6.608654835378234,full,100,0,100,0,0.12329578399658203,0.125,True,True,False
100,6,600101,7,128,50,0.3,0.3,0.5,1e-06,estimated,True,2,0.5,False,100,full,441.258,100,0,441.2248601913452,ok,0,6,28.5,16.0,0.10219766770947515,6.691402687142853,0.16631312849812638,0.20710830104752914,0.12324263038548783,-0.021044962676012677,6.568160056757365,0.26012427342225514,0.2074935328348828,-0.5308791700882823,6.974839908138714,0.41166523556894324,6.617568608411164,0.008913773032929714,0.4027514625360135,6.608654835378234,full,100,0,100,0,0.12329578399658203,0.125,True,True,False
100,7,700101,7,128,50,0.3,0.3,0.5,1e-06,oracle,True,2,0.5,False,100,full,271.573,100,0,271.5688247680664,ok,0,0,33.5,12.5,0.4211759543558072,6.643843084967854,0.08611641623899302,0.08617471761567831,0.13369614512471675,0.2874798092310904,6.510146939843136,0.18704515886523446,0.17681176707065546,-0.07912196562734192,6.856691635344506,0.3901096726285985,6.6204815723619115,0.006550027601579047,0.3835596450270195,6.613931544760333,full,100,0,100,0,0.12531423568725586,0.127,True,True,False
100,7,700101,7,128,50,0.3,0.3,0.5,1e-06,estimated,True,2,0.5,False,100,full,441.957,100,0,441.92707657814026,ok,0,6,33.5,12.5,0.406496119184604,6.955261571535496,0.15767059323908597,0.17926056576102364,0.13369614512471675,0.2727999740598872,6.821565426410779,0.1425390114106469,0.30220839762617197,-0.006571354696924492,7.413883001583637,0.3901096726285985,6.6204815723619115,0.006550027601579047,0.3835596450270195,6.613931544760333,full,100,0,100,0,0.12531423568725586,0.127,True,True,False
100,8,800101,7,128,50,0.3,0.3,0.5,1e-06,oracle,True,2,0.5,False,100,full,273.844,100,0,273.83977484703064,ok,0,0,29.5,13.0,0.21496441399175276,6.725280666827692,0.09765816980073544,0.0927193818627477,0.17900226757369628,0.03596214641805648,6.546278399253996,0.23213656021025017,0.2388782860900114,-0.4190171510890476,7.014471236679074,0.35702988142676145,6.647600864738774,0.00704152373962836,0.3499883576871331,6.640559340999145,full,100,0,100,0,0.12286162376403809,0.124,True,True,False
100,8,800101,7,128,50,0.3,0.3,0.5,1e-06,estimated,True,2,0.5,False,100,full,449.158,100,0,449.125040769577,ok,0,6,29.5,13.0,0.12484566512693845,6.61934693751144,0.2209662662171319,0.18497087984287924,0.17900226757369628,-0.05415660244675782,6.440344669937744,0.3305841518851295,0.22359898794660127,-0.7020896340013306,6.8785906332926885,0.35702988142676145,6.647600864738774,0.00704152373962836,0.3499883576871331,6.640559340999145,full,100,0,100,0,0.12286162376403809,0.124,True,True,False
